alpha.YIZ,beta.YIZ,gamma.YIZ,delta.YIZ,sigma.YIZ.0,gamma.sigma.YIZ.Fz,gamma.sigma.YIZ.D,alpha.XIZ,beta.XIZ,gamma.XIZ,delta.XIZ,sigma.XIZ.0,gamma.sigma.XIZ.Fz,gamma.sigma.XIZ.D,rho.XYIZ.0,gamma.rho.XYIZ.Fz,gamma.rho.XYIZ.D,Z.knee,l.knee,beta.YIZ.knee,delta.YIZ.knee,sigma.YIZ.0.knee,pi.1.,mu.Z.0,gamma.mu.Z.Fz,gamma.mu.Z.D,sigma.Z.0,gamma.sigma.Z.Fz,gamma.sigma.Z.D,mu.Z.min.0,gamma.mu.Z.min.Fz,gamma.mu.Z.min.D,sigma.Z.min.0,gamma.sigma.Z.min.Fz,gamma.sigma.Z.min.D
-0.07778889776585671,1.0137845500915184,0.0,0.0,0.24711771252169346,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,1.0137845500915184,0.0,0.24711771252169346,1.0,1.0781544221697965,0.0,0.0,0.5825250899498392,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
-0.05608652120144095,0.9956027573526274,0.0,0.0,0.2602454388680879,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.9956027573526274,0.0,0.2602454388680879,1.0,1.030980803152694,0.0,0.0,0.7194396517648853,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
0.033848708866042534,0.9426756015459419,0.0,0.0,0.2159578012426772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.9426756015459419,0.0,0.2159578012426772,1.0,1.0865172212192427,0.0,0.0,0.5731405595943445,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
0.03783429526218769,0.9639678639877219,0.0,0.0,0.2304465235476078,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.9639678639877219,0.0,0.2304465235476078,1.0,1.1219426687784526,0.0,0.0,0.5567632040791048,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
0.04540981100366205,0.9590366141008292,0.0,0.0,0.21262371700163935,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.9590366141008292,0.0,0.21262371700163935,1.0,1.0452246830733607,0.0,0.0,0.6534925114081603,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
-0.009623464844977982,0.9456724465370373,0.0,0.0,0.23519768914055247,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.9456724465370373,0.0,0.23519768914055247,1.0,1.0644217746716214,0.0,0.0,0.6056148422785789,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
0.0706213084494775,0.9441523928456733,0.0,0.0,0.24538125282843537,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.9441523928456733,0.0,0.24538125282843537,1.0,1.0528723693455024,0.0,0.0,0.5465155331168593,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
0.08228825385243928,0.9323276767621673,0.0,0.0,0.2694892106152984,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.9323276767621673,0.0,0.2694892106152984,1.0,1.1392093593114878,0.0,0.0,0.6424210020675556,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
0.044267640130547396,0.9305422735281432,0.0,0.0,0.26247616309867994,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.9305422735281432,0.0,0.26247616309867994,1.0,1.1352502575058199,0.0,0.0,0.6234465949005301,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
0.042944411484251564,0.9493602855643464,0.0,0.0,0.20638982139649334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.9493602855643464,0.0,0.20638982139649334,1.0,1.086836203579411,0.0,0.0,0.5994689107029767,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
-0.005146952552526236,0.9682312740974678,0.0,0.0,0.21812613275383952,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.9682312740974678,0.0,0.21812613275383952,1.0,1.1773335592652578,0.0,0.0,0.6053952476095192,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
0.0267105729744916,0.938436816718129,0.0,0.0,0.2127728927274916,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.938436816718129,0.0,0.2127728927274916,1.0,1.1752635570123122,0.0,0.0,0.5656339298520617,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
0.03263992186043524,0.9894061880969608,0.0,0.0,0.20227820896417764,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.9894061880969608,0.0,0.20227820896417764,1.0,1.190460215701321,0.0,0.0,0.5998393532001993,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
0.040049337566271916,0.9930530915306383,0.0,0.0,0.24348054761054583,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.9930530915306383,0.0,0.24348054761054583,1.0,1.1611933139165538,0.0,0.0,0.6284070593234343,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
0.025955396358490507,0.9670840747087452,0.0,0.0,0.21527399846362819,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.9670840747087452,0.0,0.21527399846362819,1.0,1.0311128244646641,0.0,0.0,0.5976633461812714,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
-0.0029103376760530493,0.9843204952142847,0.0,0.0,0.21768975535909887,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.9843204952142847,0.0,0.21768975535909887,1.0,1.0529994787890484,0.0,0.0,0.5882804716960204,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
0.007240005765139598,1.0015427327036732,0.0,0.0,0.23510834425015267,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,1.0015427327036732,0.0,0.23510834425015267,1.0,1.0743930273558535,0.0,0.0,0.5595113896740694,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
0.0357814259372632,0.950464387575897,0.0,0.0,0.19658755222343152,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.950464387575897,0.0,0.19658755222343152,1.0,1.0745274408453365,0.0,0.0,0.5493083486217116,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
0.06152173296180313,0.9415401277789351,0.0,0.0,0.21694244213630626,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.9415401277789351,0.0,0.21694244213630626,1.0,1.0721024616140444,0.0,0.0,0.5444617973675455,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
0.06798828653297705,0.9292517072377084,0.0,0.0,0.23409532696387372,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.9292517072377084,0.0,0.23409532696387372,1.0,1.0394420800016957,0.0,0.0,0.5693669573882839,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
0.06814275556157726,0.9245769067567731,0.0,0.0,0.22975001863891825,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.9245769067567731,0.0,0.22975001863891825,1.0,1.0543949423278687,0.0,0.0,0.6402148904601842,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
0.03533600801816929,0.9654308450125734,0.0,0.0,0.2227738660296215,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.9654308450125734,0.0,0.2227738660296215,1.0,1.1006369212925626,0.0,0.0,0.607836000552533,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
0.04456559844719972,0.9837430444207479,0.0,0.0,0.22232125983920403,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.9837430444207479,0.0,0.22232125983920403,1.0,1.1141263156825185,0.0,0.0,0.5545924426512207,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
0.03787810530257723,0.9807129617693677,0.0,0.0,0.22666330188975792,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.9807129617693677,0.0,0.22666330188975792,1.0,1.106569147791322,0.0,0.0,0.5407929139284818,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
0.03658034560671605,0.9775151034086685,0.0,0.0,0.28054042733509404,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.9775151034086685,0.0,0.28054042733509404,1.0,1.1070911196269404,0.0,0.0,0.5946667176028698,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
-0.0309388814942888,0.9799607288561177,0.0,0.0,0.24743233595670516,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.9799607288561177,0.0,0.24743233595670516,1.0,1.1333435383148702,0.0,0.0,0.5600065964224249,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
-0.032001222811228726,1.014668857701338,0.0,0.0,0.25648774455657847,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,1.014668857701338,0.0,0.25648774455657847,1.0,1.0903361598943895,0.0,0.0,0.6169185939945889,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
0.007119663508747889,0.9850776946032691,0.0,0.0,0.2302855809594859,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.9850776946032691,0.0,0.2302855809594859,1.0,1.1430434896021286,0.0,0.0,0.5737231543521316,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
-0.022690691624117656,0.9958047652295928,0.0,0.0,0.24726288861404322,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.9958047652295928,0.0,0.24726288861404322,1.0,1.121529749863456,0.0,0.0,0.5964136045257636,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
0.01810970751001917,1.014707923114314,0.0,0.0,0.22288128260765946,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,1.014707923114314,0.0,0.22288128260765946,1.0,1.1461574106251133,0.0,0.0,0.5748736284322514,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
0.009520524737401975,1.0038711292810347,0.0,0.0,0.21078679419655627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,1.0038711292810347,0.0,0.21078679419655627,1.0,1.0440461690970293,0.0,0.0,0.5561123969196001,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
-0.04688850041913937,1.0119936156061302,0.0,0.0,0.23015729525480488,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,1.0119936156061302,0.0,0.23015729525480488,1.0,1.1499625928331552,0.0,0.0,0.6368563483733867,0.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0
